ID,Name,Designer,Link,Description,Image,Materials,Code,Width,Depth,Height,Seat Height
11,Grand Sesann,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/grand-sesann/,Sesann is reborn in new dimensions to offer greater comfort and sensuality with a deep and welcoming seat that further enhances the important volumes of,https://www.tacchini.it/wp-content/uploads/2024/02/GrandSesann-1.svg,Internal frame: cold foam with backrest insert and seat in polyurethane foam. Seat in 18 mm thick poplar plywood and solid fir wood with elastic belts.; Base: painted or chromed metal.; Feet: walnut or gray stained ash.; Upholstery: not removable.; Base:; Feet:,Cod.,110,110,94,67.0
11,Grand Sesann,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/grand-sesann/,Sesann is reborn in new dimensions to offer greater comfort and sensuality with a deep and welcoming seat that further enhances the important volumes of,https://www.tacchini.it/wp-content/uploads/2024/02/GrandSesann-1.svg,Internal frame: cold foam with backrest insert and seat in polyurethane foam. Seat in 18 mm thick poplar plywood and solid fir wood with elastic belts.; Base: painted or chromed metal.; Feet: walnut or gray stained ash.; Upholstery: not removable.; Base:; Feet:,Cod.,76,75,70,42.0
12,Sesann,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/sesann/,"A reissue of a historic design by Gianfranco Frattini, Sesann is a collection of sofas and armchairs with soft, cosy forms that evoke feelings of warmth",https://www.tacchini.it/wp-content/uploads/2024/02/GrandSesann-1.svg,Internal frame: cold foam with backrest insert and seat in polyurethane foam. Seat in 18 mm thick poplar plywood and solid fir wood with elastic belts.; Base: painted or chromed metal.; Feet: walnut or gray stained ash.; Upholstery: not removable.; Base:; Feet:,Cod.,265,265,107,67.0
12,Sesann,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/sesann/,"A reissue of a historic design by Gianfranco Frattini, Sesann is a collection of sofas and armchairs with soft, cosy forms that evoke feelings of warmth",https://www.tacchini.it/wp-content/uploads/2024/02/GrandSesann-1.svg,Internal frame: cold foam with backrest insert and seat in polyurethane foam. Seat in 18 mm thick poplar plywood and solid fir wood with elastic belts.; Base: painted or chromed metal.; Feet: walnut or gray stained ash.; Upholstery: not removable.; Base:; Feet:,Cod.,240,240,97,67.0
12,Sesann,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/sesann/,"A reissue of a historic design by Gianfranco Frattini, Sesann is a collection of sofas and armchairs with soft, cosy forms that evoke feelings of warmth",https://www.tacchini.it/wp-content/uploads/2024/02/GrandSesann-1.svg,Internal frame: cold foam with backrest insert and seat in polyurethane foam. Seat in 18 mm thick poplar plywood and solid fir wood with elastic belts.; Base: painted or chromed metal.; Feet: walnut or gray stained ash.; Upholstery: not removable.; Base:; Feet:,Cod.,180,180,97,67.0
12,Sesann,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/sesann/,"A reissue of a historic design by Gianfranco Frattini, Sesann is a collection of sofas and armchairs with soft, cosy forms that evoke feelings of warmth",https://www.tacchini.it/wp-content/uploads/2024/02/GrandSesann-1.svg,Internal frame: cold foam with backrest insert and seat in polyurethane foam. Seat in 18 mm thick poplar plywood and solid fir wood with elastic belts.; Base: painted or chromed metal.; Feet: walnut or gray stained ash.; Upholstery: not removable.; Base:; Feet:,Cod.,110,110,97,67.0
12,Sesann,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/sesann/,"A reissue of a historic design by Gianfranco Frattini, Sesann is a collection of sofas and armchairs with soft, cosy forms that evoke feelings of warmth",https://www.tacchini.it/wp-content/uploads/2024/02/GrandSesann-1.svg,Internal frame: cold foam with backrest insert and seat in polyurethane foam. Seat in 18 mm thick poplar plywood and solid fir wood with elastic belts.; Base: painted or chromed metal.; Feet: walnut or gray stained ash.; Upholstery: not removable.; Base:; Feet:,Cod.,76,75,70,42.0
13,Face to Face,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/face-to-face/,"Face to Face is an original reinterpretation of the sofa as a space for one-to-one relations, with two opposing backs and soft, feather cushions inviting",https://www.tacchini.it/wp-content/uploads/2017/11/FacetoFace.svg,Internal frame: seat in poplar plywood 18 mm thick with elastic belts.; Padding: seat in differentiated - density polyurethane foam. Backrest: cold foam with metal insert.; Base: metal feet powder coated painted or chromed.; Upholstery: non removable cover.; Base:; Cross-stitched seam:,Cod.,196,196,97,73.0
14,Sella,Carlo De Carli,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/sella/,Sella is inspired by the armchair of the same name designed in 1966 by the famous Italian architect Carlo De Carli. The highly elegant sofa is made using,https://www.tacchini.it/wp-content/uploads/2019/06/Sella-Sofa.svg,"Structure: in Canaletto Walnut with leather belts.; Padding: feather cushions for the seat, feather cushions with a rubber insert for the back to give support.; Internal frame: iron frame with elastic straps.; Metal details: glossy black chrome.; Upholstery: not removable.; Base:",OSEL222W,222,222,97,83.0
14,Sella,Carlo De Carli,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/sella/,Sella is inspired by the armchair of the same name designed in 1966 by the famous Italian architect Carlo De Carli. The highly elegant sofa is made using,https://www.tacchini.it/wp-content/uploads/2019/06/Sella-Sofa.svg,"Structure: in Canaletto Walnut with leather belts.; Padding: feather cushions for the seat, feather cushions with a rubber insert for the back to give support.; Internal frame: iron frame with elastic straps.; Metal details: glossy black chrome.; Upholstery: not removable.; Base:",OSEL102W,102,102,97,83.0
15,Five to Nine,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/five-to-nine/,The Five to Nine daybed draws inspiration from 1900s scenic designs that portrayed a place for creative escape – a space as physical as it was mental –,https://www.tacchini.it/wp-content/uploads/2020/11/Tacchini-Drawings-Five-to-Nine-B.svg,Internal structure: 25 mm poplar plywood.; Padding: differentiated – density polyurethane foam.; Support in gray painted iron T03.; Structure: open pore stained ash in two colors.; Mattress: memory foam.; Upholstery: non removable cover.; Base:; Coffee table: in metal T03 or in concrete in various finishes.; Top:,Cod.,200,200,200,75.0
15,Five to Nine,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/five-to-nine/,The Five to Nine daybed draws inspiration from 1900s scenic designs that portrayed a place for creative escape – a space as physical as it was mental –,https://www.tacchini.it/wp-content/uploads/2020/11/Tacchini-Drawings-Five-to-Nine-B.svg,Internal structure: 25 mm poplar plywood.; Padding: differentiated – density polyurethane foam.; Support in gray painted iron T03.; Structure: open pore stained ash in two colors.; Mattress: memory foam.; Upholstery: non removable cover.; Base:; Coffee table: in metal T03 or in concrete in various finishes.; Top:,Cod.,200,200,200,75.0
15,Five to Nine,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/five-to-nine/,The Five to Nine daybed draws inspiration from 1900s scenic designs that portrayed a place for creative escape – a space as physical as it was mental –,https://www.tacchini.it/wp-content/uploads/2020/11/Tacchini-Drawings-Five-to-Nine-B.svg,Internal structure: 25 mm poplar plywood.; Padding: differentiated – density polyurethane foam.; Support in gray painted iron T03.; Structure: open pore stained ash in two colors.; Mattress: memory foam.; Upholstery: non removable cover.; Base:; Coffee table: in metal T03 or in concrete in various finishes.; Top:,Cod.,200,200,200,75.0
15,Five to Nine,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/five-to-nine/,The Five to Nine daybed draws inspiration from 1900s scenic designs that portrayed a place for creative escape – a space as physical as it was mental –,https://www.tacchini.it/wp-content/uploads/2020/11/Tacchini-Drawings-Five-to-Nine-B.svg,Internal structure: 25 mm poplar plywood.; Padding: differentiated – density polyurethane foam.; Support in gray painted iron T03.; Structure: open pore stained ash in two colors.; Mattress: memory foam.; Upholstery: non removable cover.; Base:; Coffee table: in metal T03 or in concrete in various finishes.; Top:,Cod.,200,200,200,75.0
15,Five to Nine,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/five-to-nine/,The Five to Nine daybed draws inspiration from 1900s scenic designs that portrayed a place for creative escape – a space as physical as it was mental –,https://www.tacchini.it/wp-content/uploads/2020/11/Tacchini-Drawings-Five-to-Nine-B.svg,Internal structure: 25 mm poplar plywood.; Padding: differentiated – density polyurethane foam.; Support in gray painted iron T03.; Structure: open pore stained ash in two colors.; Mattress: memory foam.; Upholstery: non removable cover.; Base:; Coffee table: in metal T03 or in concrete in various finishes.; Top:,Cod.,200,200,200,79.0
15,Five to Nine,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/five-to-nine/,The Five to Nine daybed draws inspiration from 1900s scenic designs that portrayed a place for creative escape – a space as physical as it was mental –,https://www.tacchini.it/wp-content/uploads/2020/11/Tacchini-Drawings-Five-to-Nine-B.svg,Internal structure: 25 mm poplar plywood.; Padding: differentiated – density polyurethane foam.; Support in gray painted iron T03.; Structure: open pore stained ash in two colors.; Mattress: memory foam.; Upholstery: non removable cover.; Base:; Coffee table: in metal T03 or in concrete in various finishes.; Top:,Cod.,200,200,200,84.0
15,Five to Nine,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/five-to-nine/,The Five to Nine daybed draws inspiration from 1900s scenic designs that portrayed a place for creative escape – a space as physical as it was mental –,https://www.tacchini.it/wp-content/uploads/2020/11/Tacchini-Drawings-Five-to-Nine-B.svg,Internal structure: 25 mm poplar plywood.; Padding: differentiated – density polyurethane foam.; Support in gray painted iron T03.; Structure: open pore stained ash in two colors.; Mattress: memory foam.; Upholstery: non removable cover.; Base:; Coffee table: in metal T03 or in concrete in various finishes.; Top:,Cod.,200,200,200,79.0
15,Five to Nine,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/five-to-nine/,The Five to Nine daybed draws inspiration from 1900s scenic designs that portrayed a place for creative escape – a space as physical as it was mental –,https://www.tacchini.it/wp-content/uploads/2020/11/Tacchini-Drawings-Five-to-Nine-B.svg,Internal structure: 25 mm poplar plywood.; Padding: differentiated – density polyurethane foam.; Support in gray painted iron T03.; Structure: open pore stained ash in two colors.; Mattress: memory foam.; Upholstery: non removable cover.; Base:; Coffee table: in metal T03 or in concrete in various finishes.; Top:,Cod.,200,200,200,79.0
16,Oliver,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/oliver/,"A re-edition of the legendary Model 872, designed by Gianfranco Frattini in 1957, the Oliver sofa embodies the inseparable fusion of form and material in",https://www.tacchini.it/wp-content/uploads/2017/11/Oliver.svg,Internal structure: poplar plywood 25 mm thick and 18 mm thick conifer plywood with belts.; Padding: multi-density polyurethane foam.; Base: painted or chromed metal. Feet in stained ash.; Upholstery: not removable.; Base:,Cod.,190,190,83,5.0
17,Quilt,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/quilt/,"Modern meets classic in an alliance based on simplicity. Designed by PearsonLloyd, Quilt is the creative expression of a style that defies fashions and",https://www.tacchini.it/wp-content/uploads/2017/11/Quilt-54.svg,Internal frame: poplar plywood 18 mm thick.; Padding: differentiated - density polyurethane foam.; Base: metal feet chrome or painted finish.; Cushions: feather.; Upholstery: removable cover.; Base:,Cod.,160,160,80,68.0
17,Quilt,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/quilt/,"Modern meets classic in an alliance based on simplicity. Designed by PearsonLloyd, Quilt is the creative expression of a style that defies fashions and",https://www.tacchini.it/wp-content/uploads/2017/11/Quilt-54.svg,Internal frame: poplar plywood 18 mm thick.; Padding: differentiated - density polyurethane foam.; Base: metal feet chrome or painted finish.; Cushions: feather.; Upholstery: removable cover.; Base:,Cod.,220,220,80,68.0
17,Quilt,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/quilt/,"Modern meets classic in an alliance based on simplicity. Designed by PearsonLloyd, Quilt is the creative expression of a style that defies fashions and",https://www.tacchini.it/wp-content/uploads/2017/11/Quilt-54.svg,Internal frame: poplar plywood 18 mm thick.; Padding: differentiated - density polyurethane foam.; Base: metal feet chrome or painted finish.; Cushions: feather.; Upholstery: removable cover.; Base:,Cod.,260,260,80,68.0
18,Lima,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/lima/,The decorative sensuality of generous shapes elegantly poised above slender feet forms an enticing contrast that composes spaces to be lived in and,https://www.tacchini.it/wp-content/uploads/2017/11/Lima-70-1.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: non removable cover.; Base:",Cod.,213,213,91,78.0
